entry_price,exit_price,type,pnl_pct,pnl_usd,balance,exit_reason,timestamp,scale_ins
24.434676550000002,24.371079449999996,SHORT,5.205479177910884,2.2037806847910235,101.80378068479102,Profit Retracement Trailing,2023-01-15 00:00:00,0
21.333328,21.3432663,SHORT,-0.9317158579287937,-0.8816658114385105,100.51489975061335,Profit Retracement Trailing,2023-01-20 13:30:00,0
24.85506625,24.51311293125,SHORT,27.515784131132687,13.432203311066147,113.54504346267704,Take Profit,2023-01-26 14:45:00,0
22.1889,22.41370125,SHORT,-20.262496112921212,-11.962311594874134,101.1285516939522,Stop Loss,2023-04-27 16:00:00,0
20.67033,20.795846875,LONG,12.144641619170942,5.733879542132874,106.45791702930926,Take Profit,2023-05-14 02:45:00,0
17.001495000000002,16.94847,SHORT,6.237686744607066,2.8957521237195936,108.9278374849116,Profit Retracement Trailing,2023-06-26 07:45:00,0
56.27185,57.002415535714285,SHORT,-25.965577307811415,-14.583239024245973,93.90888711072598,Stop Loss,2023-11-22 19:15:00,0
75.00248,75.52024125,SHORT,-13.806510131398117,-6.860998663058352,86.67225289922473,Stop Loss,2023-12-16 12:30:00,0
72.27611999999999,71.56669875,LONG,-19.63086147955898,-8.850541063545254,77.47502282408259,Stop Loss,2023-12-17 23:15:00,0
109.22458499999999,109.30532000000001,LONG,1.4783301763063406,0.2625391621296867,77.42766189491594,Profit Retracement Trailing,2023-12-24 11:00:00,0
96.198075,95.28162107142857,LONG,-19.053477495707234,-7.683091182452791,69.4348600648835,Stop Loss,2024-01-06 05:45:00,0
95.61778499999998,95.762095,LONG,3.018476112995477,0.769778717382608,69.92689934200656,Profit Retracement Trailing,2024-01-12 16:30:00,0
94.937445,95.61199151785715,LONG,14.21033645590846,4.686728867939823,74.33392061257835,Take Profit,2024-01-15 09:45:00,0
103.26834,103.8979944642857,SHORT,-12.194530565431906,-4.831484951776608,69.20509997835144,Stop Loss,2024-02-24 19:45:00,0
144.317805,143.721825,SHORT,8.259271958854935,2.582241475874668,71.5105210543127,Profit Retracement Trailing,2024-05-03 21:00:00,0
187.38626,188.90726357142856,SHORT,-16.23388578680812,-6.092832028234201,65.13164694186125,Stop Loss,2024-07-29 02:15:00,0
148.25583500000002,148.81579928571426,SHORT,-7.554026938828332,-2.721541678043962,62.14957867604984,Stop Loss,2024-09-21 14:30:00,0
141.8709,142.2559792857143,LONG,5.428587338408137,1.4376489959050467,63.338629357250696,Take Profit,2024-10-05 21:15:00,0
211.75407,210.9054,SHORT,8.015619251143809,2.2861525633298374,65.37142740315153,Profit Retracement Trailing,2024-11-10 16:30:00,0
141.660795,140.52862910714285,LONG,-15.98418098468471,-5.483939526354686,59.62600216718424,Stop Loss,2025-03-26 14:15:00,0
169.81486499999997,170.94948250000002,LONG,13.362993869824615,3.74381193473954,63.131310093255046,Take Profit,2025-05-16 09:00:00,0
167.69611,168.74182875,SHORT,-12.471592215227792,-4.19083971376487,58.68794513911716,Stop Loss,2025-05-20 01:30:00,0
147.843885,146.58774089285714,LONG,-16.992844947802325,-5.2191329905230965,53.23406036803759,Stop Loss,2025-06-17 16:45:00,0
167.56617500000002,169.10379535714287,SHORT,-18.35239548963693,-5.099752833498102,47.92137129306734,Stop Loss,2025-08-06 15:45:00,0
224.98243499999998,223.52389642857145,LONG,-12.965799498334471,-3.2971372667442895,44.43254854115078,Stop Loss,2025-10-04 16:15:00,0
187.70380500000002,186.14438125,LONG,-16.615792631374816,-3.8676636933556012,40.387154653630574,Stop Loss,2025-10-20 17:30:00,0
188.87438999999998,188.83553500000002,LONG,-0.4114374638081474,-0.24459932744314594,39.9810067075729,Profit Retracement Trailing,2025-10-23 21:30:00,0
127.64379,125.55968875,LONG,-32.65495720551684,-6.685203186050527,33.135879494692084,Stop Loss,2025-12-15 17:30:00,0
134.01697499999997,133.44610071428573,LONG,-8.519432492999336,-1.5434733624578167,31.4598626142555,Stop Loss,2026-01-05 14:00:00,0
